HOUSE SEAT,PRIORITY VALUE,STATE,STATE SEAT
167,1419544,MO,4
168,1405708,NY,13
169,1398507,PA,9
170,1378606,WV,2
171,1358313,WI,4
172,1356623,TX,11
173,1353042,CA,18
174,1345679,IL,9
175,1344505,NJ,6
176,1325235,TN,4
177,1313562,NC,5
178,1301561,FL,8
179,1301433,NY,14
180,1282840,MA,5
181,1279849,CA,19
182,1273411,SC,3
183,1272488,OH,9
184,1268663,CT,3
185,1250863,PA,10
186,1238422,TX,12
187,1237198,MI,8
188,1235060,OK,3
189,1227641,IN,5
190,1221847,GA,5
191,1217183,MD,4
192,1214172,CA,20
193,1213582,LA,4
194,1211568,NY,15
195,1203611,IL,10
196,1195464,VA,5
197,1192275,WA,4
198,1189385,IA,3
199,1179362,CO,3
200,1176971,MN,4
201,1154908,CA,21
202,1147869,FL,9
203,1139182,TX,13
204,1138148,OH,10
205,1136314,NJ,7
206,1133318,NY,16
207,1131448,PA,11
208,1122964,AL,4
209,1110162,NE,2
210,1109564,AZ,3
211,1101161,CA,22
212,1099574,MO,5
213,1091106,MI,9
214,1088708,IL,11
215,1074780,OR,3
216,1072519,NC,6
217,1064567,NY,17
218,1056965,KY,4
219,1054678,TX,14
220,1052196,CA,23
221,1052145,WI,5
222,1047435,MA,6
223,1033109,UT,2
224,1032866,PA,12
225,1029494,OH,11
226,1029046,MS,3
227,1026685,FL,10
228,1026523,TN,5
229,1007401,CA,24
230,1003683,NY,18
231,1002365,IN,6
232,997634,GA,6
233,993849,IL,12
234,984077,NJ,8
235,981852,TX,15
236,976093,VA,6
237,975915,MI,10
238,966265,CA,25
239,964776,KS,3
240,950099,PA,13
241,949389,NY,19
242,942826,MD,5
243,940037,LA,5
244,939795,OH,12
245,933057,AR,3
246,928672,FL,11
247,928357,CA,26
248,923533,WA,5
249,919216,NM,2
250,918438,TX,16
251,914209,IL,13
252,911678,MN,5
253,906444,NC,7
254,900670,NY,20
255,900438,SC,4
256,897798,MO,6
257,897080,CT,4
258,893312,CA,27
259,885244,MA,7
260,882748,MI,11
261,879620,PA,14
262,873319,OK,4
263,869844,AL,5
264,867874,NJ,9
265,864485,OH,13
266,862722,TX,17
267,860817,CA,28
268,859073,WI,6
269,856708,NY,21
270,847757,FL,12
271,847153,IN,7
272,846393,IL,14
273,843154,GA,7
274,841022,IA,4
275,838152,TN,6
276,833935,CO,4
277,830604,CA,29
278,824949,VA,7
279,818882,PA,15
280,818721,KY,5
281,816839,NY,22
282,813383,TX,18
283,805835,MI,12
284,802439,CA,30
285,800358,OH,14
286,795939,WV,3
287,795255,ME,2
288,787949,IL,15
289,785004,NC,8
290,784580,AZ,4
291,780517,NY,23
292,779823,FL,13
293,776250,NJ,10
294,776123,CA,31
295,769814,MD,6
296,769383,TX,19
297,767537,LA,6
298,766644,MA,8
299,765994,PA,16
300,759984,OR,4
301,758778,MO,7
302,754061,WA,6
303,751478,CA,32
304,747288,NY,24
305,745093,OH,15
306,744382,MN,6
307,741261,MI,13
308,737058,IL,16
309,733656,IN,8
310,730193,GA,8
311,729901,TX,20
312,728350,CA,33
313,727646,MS,4
314,726049,WI,7
315,721976,FL,14
316,719526,PA,17
317,716773,NY,25
318,714427,VA,8
319,710225,AL,6
320,708368,TN,7
321,706603,CA,34
322,702145,NJ,11
323,697476,SC,5
324,696970,OH,16
325,694875,CT,5
326,694274,TX,21
327,692346,IL,17
328,692308,NC,9
329,688653,NY,26
330,686274,MI,14
331,686117,CA,35
332,682358,HI,2
333,682199,KS,4
334,678376,PA,18
335,676470,OK,5
336,676116,MA,9
337,672123,FL,15
338,669739,RI,2
339,668483,KY,6
340,667463,ID,2
341,666786,CA,36
342,662657,NY,27
343,661964,TX,22
344,659771,AR,4
345,657121,MO,8
346,654690,OH,17
347,652750,IL,18
348,651453,IA,5
349,650970,NH,2
350,650612,MD,7
351,648687,LA,7
352,648515,CA,37
353,647024,IN,9
354,645963,CO,5
355,643970,GA,9
356,641679,PA,19
357,640968,NJ,12
358,640952,NE,3
359,638886,MI,15
360,638552,NY,28
361,637298,WA,7
362,632529,TX,23
363,631218,CA,38
364,630065,VA,9
365,629118,MN,7
366,628777,WI,8
367,628714,FL,16
368,619219,NC,10
369,617440,IL,19
370,617247,OH,18
371,616140,NY,29
372,614820,CA,39
373,613465,TN,8
374,608750,PA,20
375,607733,AZ,5
376,605600,TX,24
377,604737,MA,10
378,600249,AL,7
379,599252,CA,40
380,597624,MI,16
381,596466,UT,3
382,595248,NY,30
383,590574,FL,17
384,589605,NJ,13
385,588681,OR,5
386,585755,IL,20
387,584453,CA,41
388,583858,OH,19
389,580871,TX,25
390,579526,MO,9
391,579037,PA,21
392,578716,IN,10
393,575984,GA,10
394,575726,NY,31
395,570368,CA,42
396,569487,SC,6
397,567363,CT,6
398,565108,NV,2
399,564971,KY,7
400,563632,MS,5
401,563547,VA,10
402,563446,MD,8
403,562814,WV,4
404,561779,LA,8
405,561370,MI,17
406,560105,NC,11
407,558083,TX,26
408,557444,NY,32
409,557164,IL,21
410,556946,CA,43
411,556798,FL,18
412,556274,MT,2
413,554529,WI,9
414,553896,OH,20
415,552335,OK,6
416,552090,PA,22
417,551916,WA,8
418,547005,MA,11
419,545868,NJ,14
420,544832,MN,8
421,544141,CA,44
422,541025,TN,9
423,540288,NY,33
424,537016,TX,27
425,531911,CA,45
426,531909,IA,6
427,531235,IL,22
428,530710,NM,3
429,529264,MI,18
430,528429,KS,5
431,527540,PA,23
432,527427,CO,6
433,526860,OH,21
434,526678,FL,19
435,524157,NY,34
436,523468,IN,11
437,520997,GA,11
438,520220,CA,46
439,519831,AL,8
440,518344,MO,10
441,517481,TX,28
442,511303,NC,12
443,511056,AR,5
444,509748,VA,11
445,509031,CA,47
446,508960,NY,35
447,508175,NJ,15
448,507613,IL,23
449,505081,PA,24
450,502341,OH,22
451,500634,MI,19
452,499651,FL,20
453,499345,MA,12
454,499318,TX,29
455,498313,CA,48
456,496913,MD,9
457,496212,AZ,6
458,495986,WI,10
459,495443,LA,9
460,494621,NY,36
461,489280,KY,8
462,488038,CA,49
463,488030,SD,2
464,486744,WA,9
465,486002,IL,24
466,484457,PA,25
467,483908,TN,10
468,482387,TX,30
469,481304,SC,7
470,481067,NY,37
471,480656,OR,6
472,480496,MN,9
473,480004,OH,23
474,479509,CT,7
475,478177,CA,50
476,477859,IN,12
477,475603,GA,12
478,475354,NJ,16
479,475263,FL,21
480,474943,MI,20
481,470331,NC,13
482,468860,MO,11
483,468707,CA,51
484,468236,NY,38
485,466809,OK,7
486,466567,TX,31
487,466157,IL,25
488,465451,PA,26
489,465334,VA,12
490,461525,ND,2
491,460203,MS,6
492,459605,CA,52
493,459569,OH,24
494,459331,MA,13
495,459141,ME,3
496,458448,AL,9
497,456072,NY,39
498,453222,NE,4
499,453145,FL,22
500,451761,MI,21
501,451752,TX,32
502,450850,CA,53
503,449545,IA,7
504,448636,WI,11
505,447881,PA,27
506,447869,IL,26
507,446518,NJ,17
508,445757,CO,7
509,444524,NY,40
510,444452,MD,10
511,443138,LA,10
512,442422,CA,54
513,440803,OH,25
514,439566,IN,13
515,437848,TX,33
516,437711,TN,11
517,437491,GA,13
518,435954,WV,5
519,435442,NC,14
520,435357,WA,10
521,434304,CA,55
522,433546,NY,41
523,432995,FL,23
524,431589,PA,28
525,431504,KY,9
526,431461,KS,6
527,430962,IL,27
528,430737,MI,22
529,429769,MN,10
530,428045,VA,13
531,428009,MO,12
532,426478,CA,56
533,425257,MA,14
534,424775,TX,34
535,423510,OH,26
536,423098,NY,42
537,421765,UT,4
538,420981,NJ,18
539,420888,DE,2
540,419376,AZ,7
541,418929,CA,57
542,417276,AR,6
543,416822,SC,8
544,416441,PA,29
545,415285,IL,28
546,415267,CT,8
547,414562,FL,24
548,413141,NY,43
549,412460,TX,35
550,411643,CA,58
551,411584,MI,23
552,410048,AL,10
553,409547,WI,12
554,407522,OH,27
555,406959,IN,14
556,406229,OR,7
557,405374,NC,15
558,405038,GA,14
559,404606,CA,59
560,404268,OK,8
561,403642,NY,44
562,402320,PA,30
563,402022,MD,11
564,400839,TX,36
565,400833,LA,11
566,400709,IL,29
567,399573,TN,12
568,398208,NJ,19
569,397805,CA,60
570,397634,FL,25
571,396293,VA,14
572,395893,MA,15
573,394571,NY,45
574,394061,MI,24
575,393960,HI,3
576,393796,WA,11
577,393711,MO,13
578,392698,OH,28
579,391229,CA,61
580,389855,TX,37
581,389318,IA,8
582,389125,PA,31
583,388943,MS,7
584,388741,MN,11
585,387122,IL,30
586,386674,RI,3
587,386037,CO,8
588,385949,KY,10
589,385898,NY,46
590,385360,ID,3
591,384867,CA,62
592,382034,FL,26
593,379457,TX,38
594,379193,NC,16
595,378915,OH,29
596,378858,IN,15
597,378709,CA,63
598,377970,MI,25
599,377773,NJ,20
600,377598,NY,47
601,377070,GA,15
602,376769,PA,32
603,376728,WI,13
604,375837,NH,3
605,375268,NM,4
606,374426,IL,31
607,372745,CA,64
608,370903,AL,11
609,370324,MA,16
610,369648,NY,48
611,369600,TX,39
612,368928,VA,15
613,367612,FL,27
614,367602,SC,9
615,367554,TN,13
616,366995,MD,12
617,366965,CA,65
618,366231,CT,9
619,366067,OH,30
620,365909,LA,12
621,365173,PA,33
622,364651,KS,7
623,364505,MO,14
624,363190,AZ,8
625,363142,MI,26
626,362536,IL,32
627,362025,NY,49
628,361654,VT,2
629,361363,CA,66
630,360241,TX,40
631,359485,WA,12
632,359334,NJ,21
633,356531,OK,9
634,356190,NC,17
635,355955,WV,6
636,355928,CA,67
637,354870,MN,12
638,354711,NY,50
639,354390,IN,16
640,354270,PA,34
641,354240,FL,28
642,354061,OH,31
643,352717,GA,16
644,352662,AR,7
645,351804,OR,8
646,351379,IL,33
647,351345,TX,41
648,351064,NE,5
649,350655,CA,68
650,349434,MI,27
651,349104,KY,11
652,348783,WI,14
653,347859,MA,17
654,347686,NY,51
655,345536,CA,69
656,345101,VA,16
657,343999,PA,35
658,343346,IA,9
659,342877,TX,42
660,342818,OH,32
661,342612,NJ,22
662,341807,FL,29
663,340934,NY,52
664,340888,IL,34
665,340564,CA,70
666,340452,CO,9
667,340289,TN,14
668,339336,MO,15
669,338586,AL,12
670,337586,MD,13
671,336834,MS,8
672,336723,MI,28
673,336587,LA,13
674,335819,NC,18
675,335733,CA,71
676,334809,TX,43
677,334440,NY,53
678,334307,PA,36
679,332917,WY,2
680,332891,IN,17
681,332268,OH,33
682,331320,GA,17
683,331037,CA,72
684,331005,IL,35
685,330678,WA,13
686,330217,FL,30
687,328793,SC,10
688,328188,NY,54
689,327965,MA,18
690,327567,CT,10
691,327377,NJ,23
692,327111,TX,44
693,326698,UT,5
694,326471,CA,73
695,326433,MN,13
696,326266,NV,3
697,325146,PA,37
698,324904,MI,29
699,324699,WI,15
700,324661,ME,4
